No.	Product ID	Product Name	Stock Status	Current MRP	Current Cyclify Price	Current Saving	Check / Issue	Corrected MRP	Corrected Cyclify Price	Correction Notes	Product URL	Source
39	41	iGPSPORT BSC200S Cyclocomputer	Out of Stock	9480	7900	1580	Out of stock				https://cyclify.in/products/igpsport-bsc200s-cyclocomputer-41.html	cycletime
40	42	iGPSPORT BSC100Max Cyclocomputer	In Stock	5900	4499	1401	OK				https://cyclify.in/products/igpsport-bsc100max-cyclocomputer-42.html	cycletime
41	43	iGPSPORT BSC100S Cyclocomputer	In Stock	5500	4299	1201	OK				https://cyclify.in/products/igpsport-bsc100s-cyclocomputer-43.html	smart-trainers.html
42	44	iGPSPORT BSC300T Cyclocomputer	In Stock	17973	14300	3673	OK				https://cyclify.in/products/igpsport-bsc300t-cyclocomputer-44.html	cycletime
43	45	iGPSPORT BiNavi Air Cyclocomputer	In Stock	24489	20400	4089	OK				https://cyclify.in/products/igpsport-binavi-air-cyclocomputer-45.html	cycletime
44	46	iGPSPORT iGS800 Cyclocomputer	In Stock	35880	29900	5980	OK				https://cyclify.in/products/igpsport-igs800-cyclocomputer-46.html	smart-trainers.html
45	47	iGPSPORT BiNavi Cyclocomputer	In Stock	31080	24900	6180	OK				https://cyclify.in/products/igpsport-binavi-cyclocomputer-47.html	cycletime
46	48	Elsier Road Cycling Shoes	In Stock	6600	5899	701	OK				https://cyclify.in/products/elsier-road-cycling-shoes-48.html	cycletime
47	49	Cairbull Venger Cycling Helmet	In Stock	3520	2899	621	OK				https://cyclify.in/products/cairbull-venger-cycling-helmet-49.html	cycletime
48	50	MET Trenta MIPS Road Cycling Helmet (Black Red Metallic / Matt Glossy)	In Stock	17999	16499	1500	OK				https://cyclify.in/products/met-trenta-mips-road-cycling-helmet-black-red-metallic-matt-glossy-50.html	cycletime
49	51	MET Trenta 3k Carbon MIPS Road Cycling Helmet (Gray Iridescent)	In Stock	26499	25999	500	OK				https://cyclify.in/products/met-trenta-3k-carbon-mips-road-cycling-helmet-gray-iridescent-51.html	cycletime
50	52	Cairbull Terrain MTB Helmet	In Stock	2900	2900	0	Price equals MRP				https://cyclify.in/products/cairbull-terrain-mtb-helmet-52.html	cycletime
51	53	Cairbull SLK20 Cycling Helmet	In Stock	3900	3200	700	OK				https://cyclify.in/products/cairbull-slk20-cycling-helmet-53.html	cycletime
52	54	ThinkRider TPU 28g Ultralight Bicycle Tube	In Stock	500	500	0	Price equals MRP				https://cyclify.in/products/thinkrider-tpu-28g-ultralight-bicycle-tube-54.html	wheels-tyres.html
53	55	ThinkRider Bike Trainer Front Wheel Block	In Stock	999	999	0	Price equals MRP				https://cyclify.in/products/thinkrider-bike-trainer-front-wheel-block-55.html	smart-trainers.html
54	56	ThinkRider 12-Speed 11-34T Cassette	In Stock	3500	2999	501	OK				https://cyclify.in/products/thinkrider-12-speed-11-34t-cassette-56.html	components.html
55	57	ThinkRider Heart Rate Monitor with Chest Belt	In Stock	2800	2800	0	Price equals MRP				https://cyclify.in/products/thinkrider-heart-rate-monitor-with-chest-belt-57.html	smart-trainers.html
56	58	ThinkRider NL-15 Pro Bicycle Torque Wrench Set	In Stock	4500	4200	300	OK				https://cyclify.in/products/thinkrider-nl-15-pro-bicycle-torque-wrench-set-58.html	components.html
57	59	RIRO GOLDIX RXS 110BCD Double Chainrings	In Stock	6500	4699	1801	OK				https://cyclify.in/products/riro-goldix-rxs-110bcd-double-chainrings-59.html	components.html
58	60	RIRO ACF Carbon Crankset 399g	In Stock	14999	14299	700	OK				https://cyclify.in/products/riro-acf-carbon-crankset-399g-60.html	components.html
59	61	Toseek zxb two Carbon Road Handlebar Lightweight Drop Bar with Internal Cable Routing	In Stock	9000	5799	3201	OK				https://cyclify.in/products/toseek-tr30-carbon-road-handlebar-61.html	fcc
60	62	Toseek Full Carbon Relax Handelbar, TT bar	In Stock	14000	7999	6001	OK				https://cyclify.in/products/toseek-ttf10-full-carbon-relax-handlebar-tt-bar-62.html	fcc
61	63	SAVA Aurora A7L Pro Carbon Road Bike	In Stock	140000	140000	0	Price equals MRP				https://cyclify.in/products/sava-aurora-a7l-pro-carbon-road-bike-63.html	sava-bikes.html
62	64	FLR PR-350 Road Bike Pedals	In Stock	3500	2500	1000	OK				https://cyclify.in/products/flr-pr-350-road-bike-pedals-64.html	Accessories
63	230708292	Toseek Ultralight weight Full Carbon Saddle	In Stock	6000	4500	1500	OK				https://cyclify.in/products/toseek-ultralight-weight-full-carbon-saddle-230708292.html	fcc
64	230741493	Ralson Foldable tyres	In Stock	1249	900	349	OK				https://cyclify.in/products/ralson-foldable-tyres-230741493.html	fcc
65	230919508	Toseek Eva leather comfortable Saddle	In Stock	3000	3000	0	Price equals MRP				https://cyclify.in/products/toseek-eva-leather-comfortable-saddle-230919508.html	fcc
66	230919546	Toseek Mtb Carbon Handlebar	In Stock	6000	4999	1001	OK				https://cyclify.in/products/toseek-mtb-carbon-handlebar-230919546.html	fcc
67	230919561	Toseek Carbon Fiber Bottle Cage	In Stock	2800	1980	820	OK				https://cyclify.in/products/toseek-carbon-fiber-bottle-cage-230919561.html	fcc
68	230920333	Toseek Carbon Stem	In Stock	3500	2499	1001	OK				https://cyclify.in/products/toseek-carbon-stem-230920333.html	fcc
69	230930564	Toseek Handlebar Tape	In Stock	2400	1650	750	OK				https://cyclify.in/products/toseek-handlebar-tape-230930564.html	fcc
70	230930580	Toseek Bicycle pedal	In Stock	3800	2800	1000	OK				https://cyclify.in/products/toseek-bicycle-pedal-230930580.html	fcc
71	231231406	Toseek TS50 Lightweight Bicycle Seat	Out of Stock	2800	1950	850	Out of stock				https://cyclify.in/products/toseek-ts50-lightweight-bicycle-seat-231231406.html	fcc
72	232167452	Toseek Full Carbon Integrated Mtb Handelbar	In Stock	18000	12000	6000	OK				https://cyclify.in/products/toseek-full-carbon-integrated-mtb-handelbar-232167452.html	fcc
73	232167537	Toseek 3k Carbon Woave Pu Leather Black Road Handelbar Tape	In Stock	2800	1399	1401	OK				https://cyclify.in/products/toseek-3k-carbon-woave-pu-leather-black-road-handelbar-tape-232167537.html	fcc
74	232213739	Xoss G2+ Bicycle Gps Computer	In Stock	4500	4300	200	OK				https://cyclify.in/products/xoss-g2-bicycle-gps-computer-232213739.html	fcc
75	232771265	Cyclami 300 Lumen Rechargeable Bicycle front light Powerful LED Bike Headlight Flashlight with 600Mah Battery Supply	In Stock	3500	2200	1300	OK				https://cyclify.in/products/cyclami-300-lumen-rechargeable-bicycle-front-light-powerful-led-bike-headl-232771265.html	fcc
76	232900242	Ralson 700x28C Bicycle Tyre & Tube Combo Pair – Set of 2 Tyres and 2 Tubes	In Stock	1999	1699	300	OK				https://cyclify.in/products/ralson-700x28c-bicycle-tyre-and-tube-combo-pair-set-of-2-tyres-and-2-tubes-232900242.html	fcc
77	232900253	Ralson 700×28C Tyre and Tube Combo | High-Performance Set for Road & Hybrid Bicycles | Tyre & Tube Combo	In Stock	1599	1090	509	OK				https://cyclify.in/products/ralson-700-28c-tyre-and-tube-combo-high-performance-set-for-road-and-hybri-232900253.html	fcc
78	232900264	Ralson 700x35 Bicycle Tyre & Tube Combo Pair – Set of 2 Tyres and 2 Schrader Valve Butyl Tubes Combo	In Stock	3499	1999	1500	OK				https://cyclify.in/products/ralson-700x35-bicycle-tyre-and-tube-combo-pair-set-of-2-tyres-and-2-schrad-232900264.html	fcc
79	232900275	Ralson 700×35 Moulded Schrader Valve Inner Tube Butyl Bicycle Tube 700x35 with Schrader Valve for Bicycle	In Stock	699	350	349	OK				https://cyclify.in/products/ralson-700-35-moulded-schrader-valve-inner-tube-butyl-bicycle-tube-700x35--232900275.html	fcc
80	232900302	Ralson 700×28C Bicycle Tube Set | Pack of 2 Durable Inner Tubes for Road & Hybrid Cycles | Tube for Bicycle	In Stock	1099	619	480	OK				https://cyclify.in/products/ralson-700-28c-bicycle-tube-set-pack-of-2-durable-inner-tubes-for-road-and-232900302.html	fcc
81	232900431	Foldable Road and Hybrid Bicycle 700 * 35 Tyre and Tube Combo	In Stock	2000	1500	500	OK				https://cyclify.in/products/foldable-road-and-hybrid-bicycle-700-35-tyre-and-tube-combo-232900431.html	fcc
82	232900531	Ralson Road and Hybrid Bicycle 700 * 25 Tyre and Tube Combo	In Stock	1200	850	350	OK				https://cyclify.in/products/ralson-road-and-hybrid-bicycle-700-25-tyre-and-tube-combo-232900531.html	fcc
83	232900551	Ralson 700x35 Road & Hybrid Bicycle Tyre with 700x35 Moulded Schrader Valve Butyl Inner Tube Combo&	In Stock	1999	1150	849	OK				https://cyclify.in/products/ralson-700x35-road-and-hybrid-bicycle-tyre-with-700x35-moulded-schrader-va-232900551.html	fcc
84	232900557	Ralson 700 * 35 Tyre & Tube Combo	In Stock	1500	1000	500	OK				https://cyclify.in/products/ralson-700-35-tyre-and-tube-combo-232900557.html	fcc
85	232929401	Ralson 29X2.40 | Nylon HimalayanTrail Skill Wall Tyre | Side Grooves and Cornering	In Stock	1399	1100	299	OK				https://cyclify.in/products/ralson-29x2-40-nylon-himalayantrail-skill-wall-tyre-side-grooves-and-corne-232929401.html	fcc
86	232929423	Ralson 29×2.40 Bicycle Tyre | 60 TPI Vector Nylon, Skin Sidewall	In Stock	1300	990	310	OK				https://cyclify.in/products/ralson-29-2-40-bicycle-tyre-60-tpi-vector-nylon-skin-sidewall-232929423.html	fcc
87	232929475	Ralson Cycle Tyre 700x35-38C	In Stock	1200	1000	200	OK				https://cyclify.in/products/ralson-cycle-tyre-700x35-38c-232929475.html	fcc
88	232929490	Ralson Monde Antipuncture 700×32-35C Bicycle Tyre | 60 TPI Road	In Stock	1800	1400	400	OK				https://cyclify.in/products/ralson-monde-antipuncture-700-32-35c-bicycle-tyre-60-tpi-road-232929490.html	fcc
89	232931015	Ralson 700x23-28C City Bike Tyre | Nylon Road Bicycle Tyre	In Stock	1200	749	451	OK				https://cyclify.in/products/ralson-700x23-28c-city-bike-tyre-nylon-road-bicycle-tyre-232931015.html	fcc
90	233091760	Ralson Ecoracer Lite Foldable Tubeless Ready Training Tyre Foldable For Bicycle	In Stock	2400	2200	200	OK				https://cyclify.in/products/ralson-ecoracer-lite-foldable-tubeless-ready-training-tyre-foldable-for-bi-233091760.html	fcc
91	233091780	Ralson Ecoracer Lite Pro Foldable Tubeless Ready Training Tyre	In Stock	3000	2700	300	OK				https://cyclify.in/products/ralson-ecoracer-lite-pro-foldable-tubeless-ready-training-tyre-233091780.html	fcc
92	233091828	Ralson ECORACER Bicycle Tube 700x23-28C | Presta Valve 48mm, 60mm, 80mm	In Stock	600	550	50	OK				https://cyclify.in/products/ralson-ecoracer-bicycle-tube-700x23-28c-presta-valve-48mm-60mm-80mm-233091828.html	fcc
93	233091846	Ralson ECORACER Bicycle Tube 28/29 * 2.10-2.50 | Presta Valve 48mm, 60mm & 80mm	In Stock	725	590	135	OK				https://cyclify.in/products/ralson-ecoracer-bicycle-tube-28-29-2-10-2-50-presta-valve-48mm-60mm-and-80-233091846.html	fcc
94	233109414	ECORACER Bicycle Tube 700x32-45C | Presta Valve Premium Butyl Rubber Inner Tube for Bicycle (Pack of 1) For Bicycle	In Stock	500	499	1	OK				https://cyclify.in/products/ecoracer-bicycle-tube-700x32-45c-presta-valve-premium-butyl-rubber-inner-t-233109414.html	fcc
95	233109418	Ecoracer Lite Foldable Tubeless Ready Training Tyre	In Stock	2800	2600	200	OK				https://cyclify.in/products/ecoracer-lite-foldable-tubeless-ready-training-tyre-233109418.html	fcc
96	233144605	Ecoracer Lite Foldable Tubeless Ready Training Tyre (Size 700x40C) for Bicycle	In Stock	3500	2999	501	OK				https://cyclify.in/products/ecoracer-lite-foldable-tubeless-ready-training-tyre-size-700x40c-for-bicyc-233144605.html	fcc
97	233151037	XOSS NAV GPS Bike Computer 2.4" HD Screen Offline Navigation ANT+ IPX7 Wireless	In Stock	8000	7200	800	OK				https://cyclify.in/products/xoss-nav-gps-bike-computer-2-4-hd-screen-offline-navigation-ant-ipx7-wirel-233151037.html	fcc
98	233151039	XOSS NAV+ GPS Bike Computer with Offline Navigation, ANT+ & IPX7 Waterproof Wireless	In Stock	9000	8100	900	OK				https://cyclify.in/products/xoss-nav-gps-bike-computer-with-offline-navigation-ant-and-ipx7-waterproof-233151039.html	fcc
99	233151040	XOSS G3+ Gen3 GPS Bike Computer ANT+ Cycling Computer 40H Battery IPX7 Wireless	In Stock	6000	5400	600	OK				https://cyclify.in/products/xoss-g3-gen3-gps-bike-computer-ant-cycling-computer-40h-battery-ipx7-wirel-233151040.html	fcc
100	233155914	Xoss X2 Smart Heart Rate Sensor	In Stock	3200	3000	200	OK				https://cyclify.in/products/xoss-x2-smart-heart-rate-sensor-233155914.html	fcc
101	233155919	XOSS X2 Pro Heart Rate Monitor Sensor	In Stock	3800	3600	200	OK				https://cyclify.in/products/xoss-x2-pro-heart-rate-monitor-sensor-233155919.html	fcc
102	233156088	XOSS Vortex Speed & Cadence Sensor ANT+	In Stock	1800	1700	100	OK				https://cyclify.in/products/xoss-vortex-speed-and-cadence-sensor-ant-233156088.html	fcc
103	233156114	XOSS ARENA Dual Speed Cadence Sensor ANT+	In Stock	1500	1450	50	OK				https://cyclify.in/products/xoss-arena-dual-speed-cadence-sensor-ant-233156114.html	fcc
104	233156179	XOSS NAV & NAV+ GPS Bike Computer Silicone Protective Case with Screen Protector	In Stock	1000	950	50	OK				https://cyclify.in/products/xoss-nav-and-nav-gps-bike-computer-silicone-protective-case-with-screen-pr-233156179.html	fcc
105	233156553	Ecoracer Lite Foldable Tubeless Ready Training Tyre (Size 700 * 35C) Tyre for Bicycle	In Stock	2999	2599	400	OK				https://cyclify.in/products/ecoracer-lite-foldable-tubeless-ready-training-tyre-size-700-35c-tyre-for--233156553.html	fcc
106	233157021	Ralson Rock on Bicycle Tyre 700x42C	In Stock	1500	1300	200	OK				https://cyclify.in/products/ralson-rock-on-bicycle-tyre-700x42c-233157021.html	fcc
107	233157030	Ralson 700x38C Bicycle Tyre | Hero Lectro Tyre	In Stock	1100	999	101	OK				https://cyclify.in/products/ralson-700x38c-bicycle-tyre-hero-lectro-tyre-233157030.html	fcc
108	801615825	Riderace Bottle	In Stock	549	549	0	Price equals MRP				https://cyclify.in/products/riderace-bottle-801615825.html	cadencelife
109	801738400	Premium Cycling Arm Sleeves | UV Protection Cooling Compression Sleeves	In Stock	1349	1349	0	Price equals MRP				https://cyclify.in/products/premium-cycling-arm-sleeves-uv-protection-cooling-compression-sleeves-801738400.html	cadencelife
110	802269192	HR Replacement Belt	Out of Stock	749	749	0	Price equals MRP; Out of stock				https://cyclify.in/products/hr-replacement-belt-802269192.html	cadencelife
111	809300846	Photochromic Sunglass SC	Out of Stock	999	999	0	Price equals MRP; Out of stock				https://cyclify.in/products/photochromic-sunglass-sc-809300846.html	cadencelife
112	815167776	MCYCLE Aerosocks	In Stock	1099	1099	0	Price equals MRP				https://cyclify.in/products/mcycle-aerosocks-845606841.html	cadencelife
113	821614014	Premium Half Finger Cycling Gloves | Shock Absorbing Gel Padded Anti-Slip Bike Gloves	In Stock	1349	1349	0	Price equals MRP				https://cyclify.in/products/premium-half-finger-cycling-gloves-shock-absorbing-gel-padded-anti-slip-bi-821614014.html	cadencelife
114	821905294	MCYCLE Free Cutting Short Finger Cycling Gloves	In Stock	1349	1349	0	Price equals MRP				https://cyclify.in/products/mcycle-free-cutting-short-finger-cycling-gloves-821905294.html	cadencelife
115	822090268	MCYCLE Free Cutting Short Finger Gloves	In Stock	1349	1349	0	Price equals MRP				https://cyclify.in/products/mcycle-free-cutting-short-finger-gloves-822090268.html	cadencelife
116	824840300	MCYCLE Aerosocks	In Stock	1099	1099	0	Price equals MRP				https://cyclify.in/products/mcycle-aerosocks-845606841.html	cadencelife
117	825557921	Traceless Cycling Arm Sleeves | Seamless UV Protection Cooling Compression Sleeves	In Stock	699	699	0	Price equals MRP				https://cyclify.in/products/traceless-cycling-arm-sleeves-seamless-uv-protection-cooling-compression-s-825557921.html	cadencelife
118	825779206	Performance Running Cap	In Stock	749	749	0	Price equals MRP				https://cyclify.in/products/performance-running-cap-825779206.html	cadencelife
119	826078465	Smart Fitness Band	In Stock	3199	3199	0	Price equals MRP				https://cyclify.in/products/smart-fitness-band-826078465.html	cadencelife
120	829283031	CadenceLife Trail Hydration Vest with 2L Water Bladder	In Stock	2499	2499	0	Price equals MRP				https://cyclify.in/products/cadencelife-trail-hydration-vest-with-2l-water-bladder-829283031.html	cadencelife
121	831945395	MCYCLE Aerosocks	In Stock	1099	1099	0	Price equals MRP				https://cyclify.in/products/mcycle-aerosocks-845606841.html	cadencelife
122	832513965	Aerosocks	In Stock	849	849	0	Price equals MRP				https://cyclify.in/products/aerosocks-832513965.html	cadencelife
123	832896565	OEM Screenless Fitness Band	In Stock	3999	3999	0	Price equals MRP				https://cyclify.in/products/oem-screenless-fitness-band-832896565.html	cadencelife
124	834971880	Mcycle Custom PU Neoprene Cycling Overshoes	In Stock	1749	1749	0	Price equals MRP				https://cyclify.in/products/mcycle-custom-pu-neoprene-cycling-overshoes-834971880.html	cadencelife
125	841759245	Cycling Crossbody Sling Bag | Water-Resistant Lightweight Shoulder Bag for Cycling & Outdoor Sports	In Stock	1099	1099	0	Price equals MRP				https://cyclify.in/products/cycling-crossbody-sling-bag-water-resistant-lightweight-shoulder-bag-for-c-841759245.html	cadencelife
126	841771621	MCYCLE Knitted Sport Crew Socks	In Stock	599	599	0	Price equals MRP				https://cyclify.in/products/mcycle-knitted-sport-crew-socks-841771621.html	cadencelife
127	845606841	MCYCLE Aerosocks	In Stock	1099	1099	0	Price equals MRP				https://cyclify.in/products/mcycle-aerosocks-845606841.html	cadencelife
128	847842239	CYCPLUS H2 Heart Rate Monitor - Dual Mode ANT+ & Bluetooth Chest Strap	Out of Stock	3299	3299	0	Price equals MRP; Out of stock				https://cyclify.in/products/cycplus-h2-heart-rate-monitor-dual-mode-ant-and-bluetooth-chest-strap-847842239.html	cadencelife
129	848723014	MCYCLE Aerosocks	In Stock	1099	1099	0	Price equals MRP				https://cyclify.in/products/mcycle-aerosocks-845606841.html	cadencelife
130	850427967	Thermal Compression Leg Sleeves | Lightweight UV Protective Sleeves	In Stock	1199	1199	0	Price equals MRP				https://cyclify.in/products/thermal-compression-leg-sleeves-lightweight-uv-protective-sleeves-850427967.html	cadencelife
131	862959156	Carbon Integrated Computer Mount	In Stock	999	999	0	Price equals MRP				https://cyclify.in/products/carbon-integrated-computer-mount-862959156.html	cadencelife
132	863040218	Performance Cycling Baselayer	In Stock	849	849	0	Price equals MRP				https://cyclify.in/products/performance-cycling-baselayer-863040218.html	cadencelife
133	865826108	MCYCLE PU Neoprene Cycling Overshoes	Out of Stock	1999	1999	0	Price equals MRP; Out of stock				https://cyclify.in/products/mcycle-pu-neoprene-cycling-overshoes-865826108.html	cadencelife
134	866164518	MCYCLE Free Cutting Glove	Out of Stock	1349	1349	0	Price equals MRP; Out of stock				https://cyclify.in/products/mcycle-free-cutting-glove-866164518.html	cadencelife
135	866766468	Waterproof & Windproof Cycling Shoe Covers	Out of Stock	2099	2099	0	Price equals MRP; Out of stock				https://cyclify.in/products/waterproof-and-windproof-cycling-shoe-covers-866766468.html	cadencelife
136	871124759	MCYCLE Spring Breathable Waterproof Cycling Shoe Cover	Out of Stock	1799	1799	0	Price equals MRP; Out of stock				https://cyclify.in/products/mcycle-spring-breathable-waterproof-cycling-shoe-cover-871124759.html	cadencelife
137	877902885	MCYCLE Pedal Slave Knitted Cycling Socks	In Stock	549	549	0	Price equals MRP				https://cyclify.in/products/mcycle-pedal-slave-knitted-cycling-socks-877902885.html	cadencelife
138	880324353	Running Waist Belt	In Stock	899	899	0	Price equals MRP				https://cyclify.in/products/running-waist-belt-880324353.html	cadencelife
139	884014120	X-TIGER Polarized Sunglass-5 Interchangeable Lens kit	Out of Stock	1799	1799	0	Price equals MRP; Out of stock				https://cyclify.in/products/x-tiger-polarized-sunglass-5-interchangeable-lens-kit-884014120.html	cadencelife
140	885054636	Mcycle Summer Sport Leg Warmer - Breathable Bicycle Leg Sleeves with UV Protection	In Stock	999	999	0	Price equals MRP				https://cyclify.in/products/mcycle-summer-sport-leg-warmer-breathable-bicycle-leg-sleeves-with-uv-prot-885054636.html	cadencelife
141	891334515	X-TIGER Polarised Sunglass- 3 Interchangeable Lens kit	Out of Stock	1499	1499	0	Price equals MRP; Out of stock				https://cyclify.in/products/x-tiger-polarised-sunglass-3-interchangeable-lens-kit-891334515.html	cadencelife
142	892523227	Photochromic Sunglass KD	Out of Stock	999	999	0	Price equals MRP; Out of stock				https://cyclify.in/products/photochromic-sunglass-kd-892523227.html	cadencelife
143	899695800	Alloy Integrated Computer Mount	In Stock	899	899	0	Price equals MRP				https://cyclify.in/products/alloy-integrated-computer-mount-899695800.html	cadencelife
